TYPE	integer	integer	integer	integer	integer	text	text	float	float	float	float	float	float	float	boolean	boolean	boolean	boolean	boolean	boolean	float	boolean	boolean	float	float
FEATURES	FeatureNum	Row	Col	SubTypeMask	ControlType	ProbeName	SystematicName	PositionX	PositionY	gProcessedSignal	gProcessedSigError	gMedianSignal	gBGMedianSignal	gBGPixSDev	gIsSaturated	gIsFeatNonUnifOL	gIsBGNonUnifOL	gIsFeatPopnOL	gIsBGPopnOL	IsManualFlag	gBGSubSignal	gIsPosAndSignif	gIsWellAboveBG	SpotExtentX	gBGMeanSignal
DATA	3622	45	14	0	0	ASCRP3012772	ASCRP3012772	3916	2979.54	4.586589e+001	5.230339e+000	108	21	5.504305e+000	0	0	0	0	0	0	45.5588	1	1	65	20.6563
DATA	3623	45	15	0	0	ASCRP3001043	ASCRP3001043	3941.42	2979.57	1.291633e+001	2.825066e+000	78	20.5	3.938924e+000	0	0	0	0	0	0	12.8369	1	1	57.5363	19.9688
DATA	3624	45	16	0	0	ASCRP3013255	ASCRP3013255	3966.65	2979.28	3.406380e+001	4.231456e+000	96.5	21	4.753189e+000	0	0	0	0	0	0	33.8836	1	1	45.1352	21.303
DATA	3625	45	17	0	0	ASCRP3000099	ASCRP3000099	3992	2980.23	5.479714e+001	6.026323e+000	121	19	4.413091e+000	0	0	0	0	0	0	54.5614	1	1	45.4864	20.2414
DATA	3626	45	18	0	0	Negative048	Negative048	4017.69	2979.36	8.248141e+000	2.636621e+000	72	21.5	6.419476e+000	0	0	0	0	0	0	8.22434	1	0	48.5334	21.125
DATA	3627	45	19	0	0	A_23_P23765	NM_014288	4042.77	2980.33	1.614981e+001	2.976918e+000	78	18	5.396758e+000	0	0	0	0	0	0	16.1258	1	1	45.4864	19.6875
DATA	3628	45	20	0	0	Negative031	Negative031	4068.38	2979.13	2.347823e+001	3.426870e+000	91	19.5	5.503726e+000	0	0	0	0	0	0	23.486	1	1	43.7019	20.0714
DATA	3629	45	21	0	0	ASCRP3000596	ASCRP3000596	4093.7	2980.16	3.137869e+001	4.006974e+000	96	20	5.520230e+000	0	0	0	0	0	0	31.4435	1	1	45.835	19.3704
DATA	3630	45	22	0	0	ASCRP3010755	ASCRP3010755	4119.08	2979.24	3.055241e+002	3.065345e+001	377	21	6.028650e+000	0	0	0	0	0	0	306.781	1	1	46.8651	21.7692
DATA	3631	45	23	0	0	ASCRP3001725	ASCRP3001725	4144.57	2980.19	1.174078e+001	2.745619e+000	78	20	5.035871e+000	0	0	0	0	0	0	11.8124	1	0	46.8651	21
DATA	3632	45	24	0	0	ASCRP3010936	ASCRP3010936	4169.51	2978.94	1.906312e+001	3.125207e+000	85	19	4.030529e+000	0	0	0	0	0	0	19.2216	1	1	46.8651	19.6129
DATA	3633	45	25	0	0	ASCRP3007616	ASCRP3007616	4195.42	2979.57	2.511081e+000	2.480870e+000	64	20.5	6.260153e+000	0	0	0	0	0	0	2.22188	0	0	65	21.6875
DATA	3634	45	26	0	0	ASCRP3011877	ASCRP3011877	4220.58	2979.57	2.123871e+004	2.123872e+003	21319.5	21	6.064717e+000	0	0	0	0	0	0	21508.9	1	1	57.5363	21.2083
DATA	3635	45	27	0	0	ASCRP3003465	ASCRP3003465	4245.98	2980.34	2.178270e+001	3.286078e+000	87	19.5	4.372080e+000	0	0	0	0	0	0	22.1075	1	1	45.4864	20.1786
DATA	3636	45	28	0	0	ASCRP3000507	ASCRP3000507	4271.56	2979.61	1.686982e+001	2.978525e+000	80	20	4.369247e+000	0	0	0	0	0	0	17.1607	1	1	48.2044	19.0968
DATA	3637	45	29	0	0	Negative030	Negative030	4297.08	2980.01	2.489028e+000	2.450507e+000	67	20	4.278227e+000	0	0	0	0	0	0	0.748938	0	0	46.8651	19.3548
DATA	3638	45	30	0	0	ASCRP3010712	ASCRP3010712	4322.55	2979.32	1.606004e+001	2.924425e+000	82	21	3.276255e+000	0	0	0	0	0	0	16.4089	1	1	49.1849	20.5769
DATA	3639	45	31	0	0	A_23_P67042	NM_017947	4347.43	2980.01	2.691447e+001	3.632231e+000	93.5	20	4.224471e+000	0	0	0	0	0	0	27.554	1	1	48.5334	20.6667
DATA	3640	45	32	0	0	ASCRP3010182	ASCRP3010182	4373.33	2979.5	3.760617e+001	4.479552e+000	104	20.5	4.497573e+000	0	0	0	0	0	0	38.5812	1	1	57.5363	21.1176
DATA	3641	45	33	0	0	CUST_6_PI418767722	NM_022551	4398.5	2979.5	1.049944e+003	1.050225e+002	1076	21.5	5.402630e+000	0	0	0	0	0	0	1079.24	1	1	57.5363	22.6667
DATA	3642	45	34	0	0	ASCRP3011763	ASCRP3011763	4423.69	2979.31	1.657492e+001	2.937161e+000	81	20.5	6.437676e+000	0	0	0	0	0	0	17.0689	1	1	49.5074	21.2667
DATA	3643	45	35	0	0	ASCRP3010580	ASCRP3010580	4449.51	2979.87	2.740009e+001	3.656109e+000	94	21	4.867632e+000	0	0	0	0	0	0	28.2652	1	1	47.8731	21.2917
DATA	3644	45	36	0	0	ASCRP3002491	ASCRP3002491	4474.86	2978.84	8.315638e+002	8.319149e+001	920	22	5.099806e+000	0	0	0	0	0	0	859.279	1	1	45.4864	21.8529
DATA	3645	45	37	0	0	ASCRP3008877	ASCRP3008877	4500.3	2979.9	1.342926e+001	2.761656e+000	80	21.5	5.573345e+000	0	0	0	0	0	0	13.8962	1	1	47.2035	21.1071
DATA	3646	45	38	0	0	ASCRP3009349	ASCRP3009349	4525.59	2979.37	5.439830e+001	5.949697e+000	119.5	19	6.421174e+000	0	0	0	0	0	0	56.3681	1	1	47.8731	19.75
DATA	3647	45	39	0	0	ASCRP3007258	ASCRP3007258	4550.84	2980.2	1.403372e+002	1.423866e+001	210	18.5	4.116010e+000	0	0	0	0	0	0	145.582	1	1	45.4864	19.6923
DATA	3648	45	40	0	0	ASCRP3005258	ASCRP3005258	4576.44	2979.35	1.103816e+002	1.129699e+001	178.5	21	6.243330e+000	0	0	0	0	0	0	114.637	1	1	44.7812	21.3333
DATA	3649	45	41	0	0	ASCRP3005408	ASCRP3005408	4601.67	2979.5	1.890903e+001	3.057191e+000	82.5	20.5	5.481526e+000	0	0	0	0	0	0	19.6552	1	1	57.5363	21.5667
DATA	3650	45	42	0	0	ASCRP3012873	ASCRP3012873	4627	2979.34	1.518911e+002	1.537763e+001	221	20	7.330664e+000	0	0	0	0	0	0	158.002	1	1	45.4864	20.6364
DATA	3651	45	43	0	0	ASCRP3006589	ASCRP3006589	4652.45	2979.97	3.564864e+002	3.572929e+001	435	19.5	6.295775e+000	0	0	0	0	0	0	371.017	1	1	49.8279	21.5333
DATA	3652	45	44	0	0	ASCRP3003139	ASCRP3003139	4678.01	2979.26	1.104454e+001	2.640258e+000	75	18	6.772862e+000	0	0	0	0	0	0	11.5001	1	0	49.1849	20.3529
DATA	3653	45	45	0	0	ASCRP3002173	ASCRP3002173	4703.21	2979.86	4.182482e+000	2.433957e+000	71	21.5	5.059303e+000	0	0	0	0	0	0	4.35571	1	0	47.2035	21.3
DATA	3654	45	46	0	0	AS_circRNA_control212	AS_circRNA_control212	4728.75	2979.37	3.419015e+002	3.427410e+001	421	20	5.249615e+000	0	0	0	0	0	0	356.098	1	1	49.1849	19.9615
DATA	3655	45	47	0	0	ASCRP3012618	ASCRP3012618	4754.11	2980.12	1.022104e+001	2.606707e+000	74	18	4.498762e+000	0	0	0	0	0	0	10.6434	1	0	46.1809	19.0588
DATA	3656	45	48	0	0	ASCRP3008393	ASCRP3008393	4779.56	2979.26	6.401960e+000	2.482425e+000	71.5	19	4.274661e+000	0	0	0	0	0	0	6.66516	1	0	46.8651	19.0909
DATA	3657	45	49	0	0	ASCRP3004814	ASCRP3004814	4805.31	2979.67	2.438468e+000	2.399650e+000	64	19	4.497987e+000	0	0	0	0	0	0	-0.554005	0	0	48.2044	18.8333
DATA	3658	45	50	0	0	ASCRP3007571	ASCRP3007571	4830.4	2979.29	5.827311e+000	2.470729e+000	69	20	5.011525e+000	0	0	0	0	0	0	6.06039	1	0	45.4864	19.3462
DATA	3659	45	51	0	0	ASCRP3004692	ASCRP3004692	4855.74	2979.77	3.893807e+003	3.893881e+002	4114	20.5	3.607782e+000	0	0	0	0	0	0	4046.23	1	1	53.5237	20.1333
DATA	3660	45	52	0	0	ASCRP3011248	ASCRP3011248	4881.04	2979.1	5.181285e+001	5.712269e+000	119	20.5	5.631035e+000	0	0	0	0	0	0	53.7949	1	1	46.8651	21.5588
DATA	3661	45	53	0	0	ASCRP3012905	ASCRP3012905	4906.62	2979.82	4.258285e+000	2.445197e+000	69	19	4.098155e+000	0	0	0	0	0	0	4.41609	1	0	49.5074	19.2222
DATA	3662	45	54	0	0	ASCRP3012036	ASCRP3012036	4931.89	2979.5	1.623801e+001	2.906553e+000	80	22	5.945654e+000	0	0	0	0	0	0	16.8199	1	1	56.9804	22.0625
DATA	3663	45	55	0	0	ASCRP3008462	ASCRP3008462	4957.15	2979.54	3.455261e+001	4.214945e+000	99	22	5.295925e+000	0	0	0	0	0	0	35.7429	1	1	46.8651	23.3056
DATA	3664	45	56	0	0	ASCRP3013290	ASCRP3013290	4982.8	2979.23	1.228544e+002	1.252102e+001	188	22	5.345696e+000	0	0	0	0	0	0	126.903	1	1	47.2035	22.8
DATA	3665	45	57	0	0	ASCRP3001933	ASCRP3001933	5007.92	2979.53	2.254360e+001	3.308264e+000	89	23	6.686751e+000	0	0	0	0	0	0	23.2494	1	1	48.5334	22.3333
DATA	3666	45	58	0	0	ASCRP3004053	ASCRP3004053	5033.5	2979	4.250597e+001	4.893796e+000	110	19.5	6.127289e+000	0	0	0	0	0	0	43.7652	1	1	48.5334	20.8235
DATA	3667	45	59	0	0	ASCRP3006955	ASCRP3006955	5058.84	2979.64	6.910659e+001	7.325324e+000	135	23	5.756087e+000	0	0	0	0	0	0	71.0241	1	1	49.8279	23.1944
DATA	3668	45	60	0	0	ASCRP3003912	ASCRP3003912	5084.35	2978.96	2.503923e+001	3.491962e+000	90	22	5.902250e+000	0	0	0	0	0	0	25.6884	1	1	46.1809	23.3548
DATA	3669	45	61	0	0	ASCRP3007021	ASCRP3007021	5109.58	2979.43	4.615201e+003	4.615266e+002	4735	19	5.580323e+000	0	0	0	0	0	0	4725.71	1	1	57.5363	18.84
DATA	3670	45	62	0	0	ASCRP3001650	ASCRP3001650	5135.19	2979.43	1.932831e+001	3.115486e+000	82.5	22	2.974992e+000	0	0	0	0	0	0	19.7524	1	1	58.0869	21.3333
DATA	3671	45	63	0	0	ASCRP3000989	ASCRP3000989	5160.15	2979.53	2.658993e+001	3.614402e+000	92	21	5.316236e+000	0	0	0	0	0	0	27.1207	1	1	49.5074	21.9355
DATA	3672	45	64	0	0	ASCRP3004809	ASCRP3004809	5185.95	2978.96	9.536333e+001	9.846761e+000	160.5	21	4.644587e+000	0	0	0	0	0	0	97.0774	1	1	46.8651	20.9412
DATA	3673	45	65	0	0	ASCRP3010552	ASCRP3010552	5211.33	2979.4	6.449315e+000	2.541111e+000	73	21	3.950949e+000	0	0	0	0	0	0	6.55205	1	0	47.8731	21.12
DATA	3674	45	66	0	0	Negative010	Negative010	5236.52	2979.15	3.969354e+001	4.671193e+000	107.5	18	3.130960e+000	0	0	0	0	0	0	40.2494	1	1	49.8279	17.8929
DATA	3675	45	67	0	0	ASCRP3006287	ASCRP3006287	5262.27	2979.72	2.967240e+001	3.859113e+000	97	20	4.096492e+000	0	0	0	0	0	0	30.0287	1	1	48.8603	20.1563
DATA	3676	45	68	0	0	ASCRP3007818	ASCRP3007818	5287.54	2978.9	7.294355e+000	2.577090e+000	73.5	22	5.062963e+000	0	0	0	0	0	0	7.36919	1	0	44.0646	20.6786
DATA	3677	45	69	0	0	ASCRP3002930	ASCRP3002930	5312.91	2979.39	4.633893e+001	5.253947e+000	113.5	18	5.070073e+000	0	0	0	0	0	0	46.7315	1	1	57.259	18.8125
DATA	3678	45	70	0	0	ASCRP3005261	ASCRP3005261	5338.16	2978.8	3.047605e+003	3.047706e+002	3171	20	5.732571e+000	0	0	0	0	0	0	3068.69	1	1	45.4864	20.0645
DATA	3679	45	71	0	0	ASCRP3008934	ASCRP3008934	5363.7	2979.73	9.274779e+001	9.601599e+000	160	19.5	6.562607e+000	0	0	0	0	0	0	93.2435	1	1	50.4627	21.0333
DATA	3680	45	72	0	0	ASCRP3005312	ASCRP3005312	5389.09	2979.39	2.384872e+001	3.445642e+000	88	21	5.837434e+000	0	0	0	0	0	0	23.9459	1	1	57.259	21.4286
DATA	3681	45	73	0	0	ASCRP3001289	ASCRP3001289	5414.5	2979.35	8.099176e+000	2.618101e+000	73.5	22	4.385685e+000	0	0	0	0	0	0	8.1232	1	0	57.5363	21.3514
DATA	3682	45	74	0	0	ASCRP3010477	ASCRP3010477	5440.06	2978.86	1.747612e+001	3.043535e+000	82	20	4.136227e+000	0	0	0	0	0	0	17.5132	1	1	46.8651	20.5862
DATA	3683	45	75	0	0	ASCRP3011853	ASCRP3011853	5465.18	2979.61	1.653773e+001	2.992080e+000	82.5	20	3.649422e+000	0	0	0	0	0	0	16.5613	1	1	49.5074	19.4194
DATA	3684	45	76	0	0	ASCRP3010499	ASCRP3010499	5490.63	2978.74	3.355157e+001	4.180689e+000	99	20.5	5.478283e+000	0	0	0	0	0	0	33.5899	1	1	46.5243	20.5588
DATA	3685	45	77	0	0	ASCRP3002001	ASCRP3002001	5516.09	2979.07	4.903030e+002	4.909371e+001	551	21	5.143268e+000	0	0	0	0	0	0	490.827	1	1	54.4085	20.8966
DATA	3686	45	78	0	0	ASCRP3004461	ASCRP3004461	5541.3	2978.9	1.923404e+002	1.939502e+001	255.5	19	4.709959e+000	0	0	0	0	0	0	192.605	1	1	47.2035	20.0606
DATA	3688	45	80	0	0	ASCRP3007708	ASCRP3007708	5592.38	2978.76	1.829577e+002	1.846433e+001	252.5	21	3.532233e+000	0	0	0	0	0	0	183.534	1	1	46.5243	21.68
DATA	3689	45	81	0	0	ASCRP3011884	ASCRP3011884	5617.5	2979	1.257971e+001	2.785738e+000	75.5	19	5.005541e+000	0	0	0	0	0	0	12.6381	1	1	54.1152	19.9063
DATA	3690	45	82	0	0	ASCRP3010088	ASCRP3010088	5643.09	2979.07	1.373683e+001	2.835502e+000	80	17.5	5.413895e+000	0	0	0	0	0	0	13.8283	1	1	54.4085	18.85
DATA	3691	46	1	0	0	ASCRP3008879	ASCRP3008879	3598.56	2987.53	7.749579e+000	2.560986e+000	69	22	5.799435e+000	0	0	0	0	0	0	7.92782	1	0	49.5074	21.5581
DATA	3692	46	2	0	0	ASCRP3011557	ASCRP3011557	3623.91	2987.39	3.598941e+000	2.481452e+000	66	21	4.632771e+000	0	0	0	0	0	0	3.66028	1	0	57.259	20.8529
DATA	3693	46	3	0	0	ASCRP3002882	ASCRP3002882	3649.33	2987.44	4.646138e+002	4.652687e+001	521.5	21	4.592650e+000	0	0	0	0	0	0	470.106	1	1	47.5395	20.2857
DATA	3694	46	4	0	0	ASCRP3000820	ASCRP3000820	3674.76	2987.14	2.244332e+002	2.257979e+001	290.5	21	4.670633e+000	0	0	0	0	0	0	226.09	1	1	47.5395	20.2593
DATA	3695	46	5	0	0	ASCRP3007129	ASCRP3007129	3700.11	2987.59	2.636814e+001	3.625530e+000	88	22	4.516398e+000	0	0	0	0	0	0	26.4609	1	1	48.8603	21.2581
DATA	3696	46	6	0	0	ASCRP3000755	ASCRP3000755	3725.5	2987.35	6.209335e+001	6.692268e+000	117.5	19.5	4.630999e+000	0	0	0	0	0	0	62.1168	1	1	57.5363	18.6154
DATA	3697	46	7	0	0	ASCRP3002232	ASCRP3002232	3750.78	2987.46	6.224341e+001	6.708611e+000	124	19	4.728855e+000	0	0	0	0	0	0	62.1055	1	1	51.0895	18.8276
DATA	3698	46	8	0	0	ASCRP3007179	ASCRP3007179	3776.13	2987.38	4.246055e+001	4.931294e+000	106	21	3.868207e+000	0	0	0	0	0	0	42.28	1	1	48.5334	21.0857
DATA	3699	46	9	0	0	ASCRP3011793	ASCRP3011793	3801.83	2987.31	6.333921e+000	2.590285e+000	70.5	21	4.966338e+000	0	0	0	0	0	0	6.29713	1	0	49.5074	20.7419
DATA	3700	46	10	0	0	ASCRP3008540	ASCRP3008540	3827.09	2987.39	2.632869e+001	3.640628e+000	88	20	5.210070e+000	0	0	0	0	0	0	26.1472	1	1	57.259	20.6
DATA	3701	46	11	0	0	Negative056	Negative056	3852.42	2987.72	2.556854e+000	2.516151e+000	63	20	3.965428e+000	0	0	0	0	0	0	-0.882425	0	0	50.7771	19.7308
DATA	3702	46	12	0	0	ASCRP3006558	ASCRP3006558	3877.76	2987.28	2.181374e+002	2.195844e+001	285	19.5	6.367663e+000	0	0	0	0	0	0	216.436	1	1	48.2044	20.2667
DATA	3703	46	13	0	0	ASCRP3007742	ASCRP3007742	3903.66	2987.27	1.677121e+001	3.024105e+000	79	19	4.997142e+000	0	0	0	0	0	0	16.642	1	1	47.5395	19
DATA	3704	46	14	0	0	ASCRP3004630	ASCRP3004630	3928.73	2987.3	1.108553e+002	1.136733e+001	175	20	4.657744e+000	0	0	0	0	0	0	110.048	1	1	46.8651	19.1379
DATA	3705	46	15	0	0	ASCRP3011900	ASCRP3011900	3954.26	2987.33	6.519872e+000	2.596750e+000	70.5	23	4.994505e+000	0	0	0	0	0	0	6.47705	1	0	47.5395	22.5152
DATA	3706	46	16	0	0	ASCRP3008547	ASCRP3008547	3979.5	2987	4.694587e+000	2.554516e+000	69	21	4.834740e+000	0	0	0	0	0	0	4.66851	1	0	54.1152	21.0667
DATA	3707	46	17	0	0	ASCRP3003617	ASCRP3003617	4004.61	2987.07	6.987640e+001	7.804247e+000	113	20	6.252290e+000	0	0	0	0	0	0	69.5722	1	1	53.8203	21.3448
DATA	3708	46	18	0	0	ASCRP3003896	ASCRP3003896	4030.5	2987	8.881905e+000	2.657130e+000	73	21	5.707849e+000	0	0	0	0	0	0	8.85627	1	0	54.1152	20.7273
DATA	3709	46	19	0	0	ASCRP3005659	ASCRP3005659	4055.59	2987.22	4.541016e+001	5.183866e+000	112	18	5.279853e+000	0	0	0	0	0	0	45.3508	1	1	47.8731	19.6552
DATA	3710	46	20	1028	1	(+)E1A_r60_n9	E1A_r60_n9	4081.16	2987.19	1.373921e+001	2.849018e+000	80	19	4.167619e+000	0	0	0	0	0	0	13.7459	1	1	47.5395	18.5357
DATA	3711	46	21	0	0	ASCRP3012250	ASCRP3012250	4106.35	2987.16	5.540237e+000	2.551975e+000	71	19	5.109346e+000	0	0	0	0	0	0	5.55347	1	0	49.1849	18.4815
DATA	3712	46	22	0	0	ASCRP3011367	ASCRP3011367	4131.93	2987	1.484354e+001	2.895442e+000	80.5	21	5.980428e+000	0	0	0	0	0	0	14.9095	1	1	46.8651	21.4
DATA	3713	46	23	0	0	ASCRP3012461	ASCRP3012461	4157.43	2987.32	9.405400e+001	9.727082e+000	160	19.5	5.179052e+000	0	0	0	0	0	0	94.6688	1	1	49.8279	20.375
DATA	3714	46	24	0	0	ASCRP3010025	ASCRP3010025	4182.88	2987.09	2.085663e+001	3.236921e+000	87	21	5.679253e+000	0	0	0	0	0	0	21.039	1	1	46.8651	21.4474
DATA	3715	46	25	0	0	ASCRP3008196	ASCRP3008196	4208.59	2987.28	4.270798e+001	4.933586e+000	109	20	7.025667e+000	0	0	0	0	0	0	43.1771	1	1	49.8279	21.12
DATA	3716	46	26	0	0	ASCRP3000071	ASCRP3000071	4233.58	2987.24	4.411146e+001	5.052922e+000	108	21.5	5.499231e+000	0	0	0	0	0	0	44.694	1	1	47.8731	21.8077
DATA	3717	46	27	0	0	ASCRP3009204	ASCRP3009204	4259.18	2987.42	8.873340e+001	9.207765e+000	157	20	3.368928e+000	0	0	0	0	0	0	90.1062	1	1	46.8651	19.0556
DATA	3718	46	28	0	0	A_23_P139509	NM_016570	4284.3	2987.1	2.868487e+000	2.470288e+000	67.5	20	3.613594e+000	0	0	0	0	0	0	2.91932	1	0	47.2035	18.5161
DATA	3719	46	29	0	0	ASCRP3011781	ASCRP3011781	4309.5	2987	2.708833e+001	3.651265e+000	91	21	3.673609e+000	0	0	0	0	0	0	27.6283	1	1	54.1152	20.5667
DATA	3720	46	30	0	0	ASCRP3003332	ASCRP3003332	4335.39	2987.1	2.007960e+001	3.162278e+000	83	20	4.133354e+000	0	0	0	0	0	0	20.5242	1	1	49.1849	20.7308
DATA	3721	46	31	0	0	ASCRP3006279	ASCRP3006279	4360.59	2987.09	1.007048e+003	1.007343e+002	1105	20	4.612853e+000	0	0	0	0	0	0	1031.46	1	1	49.1849	20.1818
DATA	3722	46	32	0	0	ASCRP3007191	ASCRP3007191	4386.1	2987.13	4.474686e+003	4.474752e+002	4587.5	19	5.228239e+000	0	0	0	0	0	0	4592.28	1	1	50.1463	21.1
DATA	3723	46	33	0	0	ASCRP3010818	ASCRP3010818	4411.19	2987.08	1.306067e+002	1.328454e+001	200.5	24	5.430499e+000	0	0	0	0	0	0	134.29	1	1	47.8731	23.9032
DATA	3724	46	34	0	0	CUST_20_PI418767722	NM_006013	4436.62	2987.03	1.957352e+001	3.115765e+000	84	21	5.075052e+000	0	0	0	0	0	0	20.1618	1	1	48.8603	20.5517
DATA	3725	46	35	0	0	ASCRP3008220	ASCRP3008220	4462.09	2986.61	3.163065e+001	3.982666e+000	97	22	5.371415e+000	0	0	0	0	0	0	32.6372	1	1	57.259	21.1714
DATA	3726	46	36	0	0	ASCRP3008088	ASCRP3008088	4487.6	2987.12	9.421759e+001	9.726689e+000	163	24	5.586103e+000	0	0	0	0	0	0	97.3629	1	1	49.1849	22.7273
DATA	3727	46	37	0	0	ASCRP3010186	ASCRP3010186	4512.85	2987.11	2.728955e+001	3.642765e+000	93	20	5.165011e+000	0	0	0	0	0	0	28.2403	1	1	47.8731	19.9655
DATA	3728	46	38	0	0	ASCRP3009700	ASCRP3009700	4538.38	2986.84	6.862707e+000	2.505668e+000	73	19	7.059273e+000	0	0	0	0	0	0	7.11105	1	0	50.4627	20.8
DATA	3729	46	39	0	0	ASCRP3012218	ASCRP3012218	4563.68	2987.35	1.767600e+001	2.986529e+000	83.5	19	4.534035e+000	0	0	0	0	0	0	18.3353	1	1	47.5395	19.8333
DATA	3730	46	40	0	0	A_23_P218608	NM_015904	4589.11	2987.15	2.710010e+001	3.623215e+000	92	20.5	4.724678e+000	0	0	0	0	0	0	28.1386	1	1	47.5395	21.25
DATA	3731	46	41	1028	1	(+)E1A_r60_a97	E1A_r60_a97	4614.49	2987.43	9.441215e+000	2.581836e+000	75	21	4.985188e+000	0	0	0	0	0	0	9.81069	1	0	46.8651	20.9714
DATA	3732	46	42	0	0	ASCRP3005028	ASCRP3005028	4639.97	2987.11	1.745469e+001	2.968742e+000	83	19	5.961414e+000	0	0	0	0	0	0	18.1499	1	1	46.1809	20.4615
DATA	3733	46	43	0	0	ASCRP3006333	ASCRP3006333	4665.19	2987.44	1.133039e+003	1.133293e+002	1166	18	5.830865e+000	0	0	0	0	0	0	1178.69	1	1	48.2044	19.4688
DATA	3734	46	44	0	0	ASCRP3000719	ASCRP3000719	4690.57	2987.29	2.858725e+002	2.868778e+001	356	22	6.293878e+000	0	0	0	0	0	0	297.485	1	1	46.8651	21.7097
DATA	3735	46	45	0	1	ETG10_236652	ETG10_236652	4716	2986.54	2.437918e+000	2.399108e+000	63	20	4.835896e+000	0	0	0	0	0	0	-3.02173	0	0	55.8519	18.9459
DATA	3736	46	46	0	0	ASCRP3002482	ASCRP3002482	4741.65	2987.11	8.796829e+000	2.555503e+000	73	18.5	4.598351e+000	0	0	0	0	0	0	9.15517	1	0	48.8603	19.4
DATA	3737	46	47	0	0	ASCRP3002814	ASCRP3002814	4767.15	2987.39	9.783113e+001	1.007317e+001	165	18	4.382958e+000	0	0	0	0	0	0	101.792	1	1	46.8651	19.1071
DATA	3738	46	48	0	0	ASCRP3011822	ASCRP3011822	4792.5	2987.32	2.088309e+001	3.181946e+000	86	20	3.516324e+000	0	0	0	0	0	0	21.7206	1	1	46.5243	20.3103
DATA	3739	46	49	0	0	ASCRP3000654	ASCRP3000654	4817.72	2987.09	5.185692e+001	5.714990e+000	115	20	5.804796e+000	0	0	0	0	0	0	53.9087	1	1	48.8603	20.1739
DATA	3740	46	50	0	0	ASCRP3007765	ASCRP3007765	4843	2986.54	3.512436e+001	4.256100e+000	101	21	5.463914e+000	0	0	0	0	0	0	36.4905	1	1	55.8519	21.0811
DATA	3741	46	51	0	0	ASCRP3013177	ASCRP3013177	4868.42	2986.57	1.950954e+001	3.097313e+000	84.5	20	4.143657e+000	0	0	0	0	0	0	20.2509	1	1	57.5363	20.3548
DATA	3742	46	52	0	0	ASCRP3004189	ASCRP3004189	4893.61	2987.11	3.484941e+001	4.236048e+000	101.5	20	4.909066e+000	0	0	0	0	0	0	36.1358	1	1	49.1849	20.9677
DATA	3743	46	53	0	0	ASCRP3012854	ASCRP3012854	4919.46	2987.06	7.118967e+001	7.516152e+000	140.5	20	4.678415e+000	0	0	0	0	0	0	73.7313	1	1	49.8279	20.0357
DATA	3744	46	54	0	0	Negative043	Negative043	4944.85	2986.84	2.453082e+000	2.415492e+000	67	22	5.864465e+000	0	0	0	1	0	0	0.86878	0	0	50.1463	22.7667
DATA	3745	46	55	0	0	ASCRP3006852	ASCRP3006852	4970.14	2986.97	2.369923e+001	3.385358e+000	90	22	5.504844e+000	0	0	0	0	0	0	24.4796	1	1	46.8651	22.5946
DATA	3746	46	56	0	0	ASCRP3000012	ASCRP3000012	4995.35	2986.83	3.166817e+001	3.986279e+000	97	22.5	5.577979e+000	0	0	0	0	0	0	32.6618	1	1	49.8279	22.9231
DATA	3747	46	57	0	0	ASCRP3012747	ASCRP3012747	5020.72	2987.12	4.361041e+001	4.989974e+000	111.5	23	5.614324e+000	0	0	0	0	0	0	44.9043	1	1	48.8603	21.7222
DATA	3748	46	58	0	0	ASCRP3008706	ASCRP3008706	5045.89	2986.65	1.020688e+002	1.049196e+001	166	23	5.465839e+000	0	0	0	0	0	0	104.923	1	1	47.8731	22.8056
DATA	3749	46	59	0	0	ASCRP3001721	ASCRP3001721	5071.27	2987.31	2.699349e+001	3.634460e+000	93	24	7.417616e+000	0	0	0	0	1	0	27.6964	1	1	48.8603	24.9189
DATA	3750	46	60	0	0	ASCRP3012343	ASCRP3012343	5097	2986.54	5.384236e+001	5.910531e+000	121.5	20.5	8.280369e+000	0	0	0	0	0	0	55.1442	1	1	55.8519	21.875
DATA	3751	46	61	0	0	ASCRP3007889	ASCRP3007889	5122.42	2986.57	1.651288e+002	1.669259e+001	232.5	20.5	5.238618e+000	0	0	0	0	0	0	168.796	1	1	57.5363	20.5357
DATA	3752	46	62	0	0	ASCRP3002566	ASCRP3002566	5147.63	2986.79	4.145137e+002	4.152357e+001	484	22	5.360950e+000	0	0	0	0	0	0	422.89	1	1	52.0157	21.8387
DATA	3753	46	63	0	0	ASCRP3001087	ASCRP3001087	5173.19	2986.8	2.492139e+000	2.452466e+000	65	20	3.848211e+000	0	0	0	0	0	0	-1.48464	0	0	48.2044	19.8611
DATA	3754	46	64	0	0	CUST_11_PI418767722	NM_001003	5198.49	2986.94	9.704177e+001	1.001047e+001	164.5	20	4.994869e+000	0	0	0	0	0	0	98.6111	1	1	50.4627	20.8889
DATA	3755	46	65	0	0	ASCRP3002244	ASCRP3002244	5223.88	2987.24	2.013478e+001	3.180640e+000	86	22	4.460734e+000	0	0	0	0	0	0	20.42	1	1	47.5395	20.75
DATA	3756	46	66	0	0	ASCRP3001521	ASCRP3001521	5249.2	2986.63	3.446640e+000	2.490703e+000	70	18	5.074224e+000	0	0	0	0	0	0	3.48901	1	0	49.5074	19.4054
