TYPE	integer	integer	integer	integer	integer	text	text	float	float	float	float	float	float	float	boolean	boolean	boolean	boolean	boolean	boolean	float	boolean	boolean	float	float
FEATURES	FeatureNum	Row	Col	SubTypeMask	ControlType	ProbeName	SystematicName	PositionX	PositionY	gProcessedSignal	gProcessedSigError	gMedianSignal	gBGMedianSignal	gBGPixSDev	gIsSaturated	gIsFeatNonUnifOL	gIsBGNonUnifOL	gIsFeatPopnOL	gIsBGPopnOL	IsManualFlag	gBGSubSignal	gIsPosAndSignif	gIsWellAboveBG	SpotExtentX	gBGMeanSignal
DATA	5089	63	5	0	0	ASCRP3000212	ASCRP3000212	491.629	3150.61	1.298115e+001	3.734634e+000	58.5	23.5	7.470843e+000	0	0	0	0	0	0	11.805	1	0	47.8731	24.4643
DATA	5090	63	6	0	0	ASCRP3008737	ASCRP3008737	516.929	3150.83	2.860663e+002	2.881862e+001	296	26.5	7.791852e+000	0	0	0	0	1	0	261.09	1	1	51.7088	26.75
DATA	5091	63	7	0	0	ASCRP3005160	ASCRP3005160	542.077	3150.18	3.536959e+000	3.476951e+000	43.5	22	6.260367e+000	0	0	0	0	0	0	-3.39179	0	0	49.5074	23.5946
DATA	5092	63	8	0	0	ASCRP3012586	ASCRP3012586	567.271	3150.79	3.524823e+000	3.465132e+000	47	21	5.127714e+000	0	0	0	0	0	0	0.25432	0	0	46.8651	22.7037
DATA	5093	63	9	0	0	ASCRP3008335	ASCRP3008335	593.158	3150.42	2.933624e+001	4.531062e+000	75	22.5	5.830606e+000	0	0	0	0	0	0	27.0536	1	1	49.5074	23.5625
DATA	5094	63	10	0	0	ASCRP3009947	ASCRP3009947	618.778	3150.65	3.501110e+000	3.441988e+000	46	23	3.891806e+000	0	0	0	0	0	0	0.404478	0	0	47.5395	22.1154
DATA	5095	63	11	0	0	ASCRP3006716	ASCRP3006716	643.641	3150.92	3.886167e+000	3.452809e+000	50	23.5	5.272571e+000	0	0	0	0	0	0	3.60708	1	0	49.8279	24.1667
DATA	5096	63	12	0	0	ASCRP3013006	ASCRP3013006	668.893	3150.5	1.833528e+001	3.880631e+000	62	20.5	5.604937e+000	0	0	0	0	0	0	17.0718	1	1	65	21.4375
DATA	5098	63	14	0	0	A_23_P6335	NM_000185	719.919	3150.82	7.784903e+002	7.792321e+001	754.5	21	4.132610e+000	0	0	0	1	0	0	729.317	1	1	47.8731	21.0385
DATA	5099	63	15	0	0	Negative010	Negative010	745.107	3150.5	3.513056e+001	4.881408e+000	77	22.5	5.382021e+000	0	0	0	0	0	0	33.0087	1	1	56.9804	22.6154
DATA	5100	63	16	0	0	ASCRP3010734	ASCRP3010734	770.697	3150.68	1.673862e+001	3.771060e+000	59	22	4.385755e+000	0	0	0	0	0	0	15.774	1	0	49.5074	22.8788
DATA	5101	63	17	0	0	ASCRP3004271	ASCRP3004271	796.438	3150.43	1.268202e+001	3.600142e+000	56.5	24	4.618080e+000	0	0	0	0	0	0	11.9861	1	0	50.1463	24.08
DATA	5102	63	18	0	0	ASCRP3004003	ASCRP3004003	821.446	3151.28	2.082033e+001	3.952778e+000	60	25	6.142422e+000	0	0	0	0	0	0	19.7327	1	1	48.2044	24.963
DATA	5103	63	19	0	0	ASCRP3004393	ASCRP3004393	847.694	3150.58	3.408123e+000	3.350301e+000	43	24	6.389647e+000	0	0	0	0	0	0	-0.936006	0	0	44.0646	23.5517
DATA	5104	63	20	0	0	ASCRP3013367	ASCRP3013367	872.529	3151.03	2.188454e+001	3.994198e+000	63	23	5.207214e+000	0	0	0	0	0	0	20.8574	1	1	47.2035	22.8214
DATA	5105	63	21	0	0	ASCRP3009799	ASCRP3009799	897.5	3150.5	2.084891e+001	3.930809e+000	63	24	5.237700e+000	0	0	0	0	0	0	19.9238	1	1	57.5363	22.8276
DATA	5106	63	22	0	0	ASCRP3001428	ASCRP3001428	922.893	3150.5	3.380732e+000	3.333688e+000	45	21	4.247572e+000	0	0	0	0	0	0	2.5107	0	0	56.9804	20.5517
DATA	5107	63	23	0	0	ASCRP3002263	ASCRP3002263	948.449	3150.65	3.018480e+001	4.482970e+000	71	20.5	4.466951e+000	0	0	0	0	0	0	29.0009	1	1	49.8279	20.5294
DATA	5108	63	24	0	0	ASCRP3003324	ASCRP3003324	974.284	3150.86	3.362664e+000	3.306065e+000	42	21	5.184768e+000	0	0	0	0	0	0	0.526039	0	0	48.5334	21.0667
DATA	5109	63	25	0	0	ASCRP3002466	ASCRP3002466	999.265	3150.64	1.557119e+002	1.591643e+001	190	26	6.107876e+000	0	0	0	0	0	0	150.394	1	1	51.0895	26.1154
DATA	5110	63	26	0	0	ASCRP3010764	ASCRP3010764	1024.55	3151.42	1.354488e+001	3.556686e+000	54	23	5.101903e+000	0	0	0	0	0	0	13.1157	1	0	45.1352	23.0294
DATA	5111	63	27	0	0	ASCRP3013099	ASCRP3013099	1049.58	3150.57	1.285222e+001	3.523020e+000	53	24	4.114172e+000	0	0	0	0	0	0	12.4771	1	0	57.5363	23.9063
DATA	5112	63	28	0	0	ASCRP3012198	ASCRP3012198	1075.65	3151.29	2.499952e+001	4.117513e+000	63	22	7.042426e+000	0	0	0	0	0	0	24.3329	1	1	46.8651	23.2188
DATA	5113	63	29	0	0	ASCRP3006484	ASCRP3006484	1100.83	3150.78	1.216639e+001	3.482813e+000	55	23	5.955485e+000	0	0	0	0	0	0	11.8722	1	0	50.4627	23.0303
DATA	5114	63	30	0	0	ASCRP3005248	ASCRP3005248	1126.21	3151.09	1.699043e+003	1.699355e+002	1703	23	5.748634e+000	0	0	0	0	0	0	1662.13	1	1	48.2044	23.2414
DATA	5115	63	31	0	0	ASCRP3002042	ASCRP3002042	1151.16	3150.14	3.303020e+000	3.246981e+000	34	23	5.986024e+000	0	0	0	0	0	0	-5.51418	0	0	36.9964	22.7959
DATA	5116	63	32	0	0	Negative019	Negative019	1177.12	3150.63	3.294662e+000	3.238765e+000	35	23	6.348380e+000	0	0	0	0	0	0	-5.79318	0	0	45.835	23.825
DATA	5117	63	33	0	0	ASCRP3007004	ASCRP3007004	1202.41	3150.91	3.234997e+001	4.571999e+000	72	22.5	5.388971e+000	0	0	0	0	0	0	31.8863	1	1	51.4001	22.8214
DATA	5118	63	34	0	0	ASCRP3007390	ASCRP3007390	1227.5	3150.65	1.646579e+001	3.619066e+000	55.5	21	5.700752e+000	0	0	0	0	0	0	16.27	1	1	57.5363	21.037
DATA	5119	63	35	0	0	ASCRP3008447	ASCRP3008447	1253.5	3151	1.078176e+002	1.125081e+001	144	23	4.878767e+000	0	0	0	0	0	0	106.803	1	1	48.5334	22.5652
DATA	5120	63	36	0	0	ASCRP3008251	ASCRP3008251	1278.63	3151.23	4.756865e+000	3.242034e+000	43	19.5	6.657810e+000	0	0	0	0	0	0	4.72354	1	0	49.5074	21.5333
DATA	5121	63	37	0	1	ETG10_234183	ETG10_234183	1304.07	3151.16	3.254253e+000	3.199042e+000	36	21.5	4.559158e+000	0	0	0	0	0	0	-3.19137	0	0	46.5243	21.6053
DATA	5122	63	38	0	1	DCP_20_9	DCP_20_9	1329.95	3151.27	1.798459e+001	3.663001e+000	55	22	5.892622e+000	0	0	0	0	0	0	17.9473	1	1	45.4864	22.9667
DATA	5123	63	39	0	0	ASCRP3011670	ASCRP3011670	1354.76	3151.04	2.761300e+001	4.214148e+000	64	21	4.917382e+000	0	0	0	0	0	0	27.6221	1	1	49.1849	22.2258
DATA	5124	63	40	0	0	ASCRP3006369	ASCRP3006369	1380.24	3151.23	8.877288e+001	9.428233e+000	125	21	5.573938e+000	0	0	0	0	0	0	89.0172	1	1	46.8651	21.5714
DATA	5125	63	41	0	0	CUST_6_PI418767722	NM_022551	1405.84	3150.92	3.115365e+003	3.115526e+002	2966	22	6.081098e+000	0	0	0	0	0	0	3131.67	1	1	51.0895	22.3846
DATA	5126	63	42	0	0	ASCRP3012684	ASCRP3012684	1430.99	3151.6	2.173932e+002	2.196787e+001	254.5	23	4.670612e+000	0	0	0	0	0	0	219.037	1	1	44.7812	22.9412
DATA	5127	63	43	0	0	ASCRP3001281	ASCRP3001281	1457.11	3150.88	3.206954e+000	3.154670e+000	39	21	5.090915e+000	0	0	0	0	0	0	1.16933	0	0	50.1463	21.1622
DATA	5128	63	44	0	0	Negative049	Negative049	1482.78	3151.48	3.199461e+000	3.145180e+000	31	20	5.042423e+000	0	0	0	0	0	0	-5.91916	0	0	41.8414	20.9211
DATA	5129	63	45	0	0	ASCRP3000455	ASCRP3000455	1506.91	3151	5.180759e+001	6.056962e+000	88	22	4.621893e+000	0	0	0	0	0	0	52.5764	1	1	47.2035	20.8438
DATA	5130	63	46	0	0	ASCRP3011154	ASCRP3011154	1532.74	3151.25	2.171134e+002	2.193587e+001	259	21	4.180890e+000	0	0	0	0	0	0	220.857	1	1	49.1849	20.5625
DATA	5131	63	47	0	0	ASCRP3009917	ASCRP3009917	1558.21	3150.92	6.508146e+001	7.218679e+000	102.5	23	4.451235e+000	0	0	0	0	0	0	66.3619	1	1	48.5334	23.5357
DATA	5132	63	48	0	0	ASCRP3004981	ASCRP3004981	1583.7	3151.48	4.501756e+000	3.148363e+000	41	23.5	6.104549e+000	0	0	0	0	0	0	4.60067	1	0	44.7812	24.1
DATA	5133	63	49	0	0	ASCRP3004677	ASCRP3004677	1608.32	3151.17	1.328525e+001	3.380904e+000	50	23	6.592104e+000	0	0	0	0	0	0	13.608	1	0	47.8731	21.9259
DATA	5134	63	50	0	0	ASCRP3005024	ASCRP3005024	1634	3151	2.780956e+001	4.165862e+000	65	20	5.787918e+000	0	0	0	0	0	0	28.5515	1	1	54.9904	21
DATA	5135	63	51	0	0	ASCRP3002364	ASCRP3002364	1659.43	3151.12	3.148210e+000	3.098001e+000	39	20	4.972447e+000	0	0	0	0	0	0	1.44915	0	0	44.7812	20.3243
DATA	5136	63	52	0	0	ASCRP3012674	ASCRP3012674	1685.02	3152.06	1.974968e+001	3.665806e+000	57.5	20.5	4.454354e+000	0	0	0	0	0	0	20.3647	1	1	52.3208	20.7143
DATA	5137	63	53	0	0	ASCRP3005216	ASCRP3005216	1710.48	3151.41	2.741798e+003	2.741971e+002	2812.5	19	4.945728e+000	0	0	0	0	0	0	2833.67	1	1	52.9257	19.0909
DATA	5138	63	54	0	0	A_23_P142849	NM_005168	1735.73	3151.59	3.127793e+000	3.080119e+000	39	22.5	5.619307e+000	0	0	0	0	0	0	1.88681	0	0	51.0895	22.3125
DATA	5139	63	55	0	0	ASCRP3000625	ASCRP3000625	1761.19	3151.42	2.356735e+001	3.868794e+000	60	21	5.917856e+000	0	0	0	0	0	0	24.4612	1	1	48.2044	21.9189
DATA	5140	63	56	66	-1	(-)3xSLv1	NegativeControl	1787.06	3151.38	3.114451e+000	3.061612e+000	31	19	4.978924e+000	0	0	0	0	0	0	-6.87544	0	0	48.2044	19.6944
DATA	5141	63	57	0	0	ASCRP3009232	ASCRP3009232	1812.08	3151.38	1.290371e+001	3.316775e+000	48.5	22	6.191545e+000	0	0	0	0	0	0	13.4485	1	0	52.0157	23.0909
DATA	5142	63	58	0	0	ASCRP3004953	ASCRP3004953	1837.65	3151.37	3.101992e+000	3.055873e+000	40	22	5.728026e+000	0	0	0	0	0	0	2.0817	0	0	48.2044	21.913
DATA	5143	63	59	0	0	ASCRP3004504	ASCRP3004504	1862.58	3151.43	3.096130e+000	3.056853e+000	40	23	5.283108e+000	0	0	0	0	0	0	2.97486	0	0	57.5363	23.7917
DATA	5144	63	60	0	0	ASCRP3006326	ASCRP3006326	1888	3151.46	2.313889e+001	3.818749e+000	61	22	4.696682e+000	0	0	0	0	0	0	24.2555	1	1	55.8519	21
DATA	5145	63	61	0	0	ASCRP3001005	ASCRP3001005	1913.42	3151.42	1.609159e+001	3.432848e+000	54	22	5.499656e+000	0	0	0	0	0	0	16.899	1	1	50.1463	21.6061
DATA	5146	63	62	0	0	ASCRP3002317	ASCRP3002317	1937.91	3151.51	3.079480e+000	3.027233e+000	32.5	20	5.692948e+000	0	0	0	0	0	0	-4.5028	0	0	54.1152	19.6522
DATA	5147	63	63	0	0	ASCRP3005616	ASCRP3005616	1964.6	3151.21	4.115229e+001	5.105474e+000	81	20	6.443564e+000	0	0	0	0	0	0	43.369	1	1	49.1849	20.6216
DATA	5148	63	64	0	0	ASCRP3012735	ASCRP3012735	1990.12	3151.71	3.069126e+000	3.023210e+000	40	23	6.087849e+000	0	0	0	0	0	0	2.03507	0	0	45.835	23.8095
DATA	5149	63	65	1028	1	(+)E1A_r60_3	E1A_r60_3	2015.09	3151.19	2.564496e+001	3.956037e+000	64	22	4.513868e+000	0	0	0	0	0	0	27.1114	1	1	46.8651	22.125
DATA	5150	63	66	0	0	ASCRP3001768	ASCRP3001768	2040.12	3151.86	3.060168e+000	3.019940e+000	39	19	6.092839e+000	0	0	0	0	0	0	2.81009	0	0	47.5395	20.7714
DATA	5151	63	67	0	0	ASCRP3008356	ASCRP3008356	2066.04	3151.39	5.379125e+000	3.051604e+000	40.5	24	6.103938e+000	0	0	0	0	0	0	5.70265	1	0	49.1849	23.5161
DATA	5152	63	68	0	0	ASCRP3006782	ASCRP3006782	2091.44	3151.96	2.414369e+002	2.432939e+001	288	24	6.618477e+000	0	0	0	0	0	0	256.26	1	1	48.8603	24.2143
DATA	5153	63	69	0	0	ASCRP3007428	ASCRP3007428	2116.97	3151.25	3.865928e+001	4.891198e+000	78	25	8.177829e+000	0	0	0	0	0	0	41.0859	1	1	47.2035	25.4242
DATA	5154	63	70	0	0	ASCRP3004599	ASCRP3004599	2141.89	3151.5	3.045039e+000	2.993377e+000	39	19	5.382688e+000	0	0	0	0	0	0	0.00716049	0	0	65	20.84
DATA	5155	63	71	66	-1	(-)3xSLv1	NegativeControl	2167.5	3151.5	3.042101e+000	2.990489e+000	33	20	3.975903e+000	0	0	0	0	0	0	-5.68505	0	0	57.5363	20.4324
DATA	5156	63	72	0	0	CUST_19_PI418767722	NM_000291	2192.82	3151.65	1.115729e+001	3.189563e+000	48	21	4.760885e+000	0	0	0	0	0	0	11.8907	1	0	50.4627	20.475
DATA	5157	63	73	0	0	Negative058	Negative058	2218.97	3151.73	3.037426e+000	2.985893e+000	33	23	4.825005e+000	0	0	0	0	0	0	-4.39976	0	0	49.5074	22.1143
DATA	5158	63	74	0	0	ASCRP3012962	ASCRP3012962	2244.03	3151.6	9.588595e+000	3.134387e+000	49.5	24	4.370648e+000	0	0	0	0	0	0	10.2324	1	0	49.1849	23.5556
DATA	5159	63	75	0	0	ASCRP3006017	ASCRP3006017	2269.06	3151.52	2.512315e+002	2.529960e+001	301	23	4.201894e+000	0	0	0	0	0	0	268.221	1	1	51.7088	22.5484
DATA	5160	63	76	0	0	ASCRP3011330	ASCRP3011330	2294.74	3151.97	3.033507e+000	2.982041e+000	36	23	5.416621e+000	0	0	0	0	0	0	-2.42032	0	0	49.1849	22.8387
DATA	5161	63	77	0	0	ASCRP3004174	ASCRP3004174	2320.07	3151.65	2.573683e+001	3.938654e+000	66.5	21	5.563537e+000	0	0	0	0	0	0	27.4893	1	1	48.5334	21.6
DATA	5162	63	78	0	0	ASCRP3009271	ASCRP3009271	2345.41	3151.97	1.841977e+001	3.504689e+000	58	20	6.343574e+000	0	0	0	0	0	0	19.6731	1	1	48.5334	22.2188
DATA	5163	63	79	0	0	ASCRP3012498	ASCRP3012498	2370.39	3151.56	4.488513e+000	3.015555e+000	43	19	5.149470e+000	0	0	0	0	0	0	4.79335	1	0	48.2044	19.7273
DATA	5164	63	80	0	0	ASCRP3003162	ASCRP3003162	2396	3151.54	1.418052e+001	3.302903e+000	52	24	5.378451e+000	0	0	0	0	0	0	15.1383	1	0	55.8519	23.6857
DATA	5165	63	81	0	0	ASCRP3010514	ASCRP3010514	2421.42	3151.57	3.036099e+000	2.984622e+000	38	24	5.711986e+000	0	0	0	0	0	0	0.151793	0	0	57.5363	22.3704
DATA	5166	63	82	0	0	ASCRP3008415	ASCRP3008415	2446.88	3152.03	1.017924e+001	3.155555e+000	49	22	5.224143e+000	0	0	0	0	0	0	10.8527	1	0	46.8651	21.7143
DATA	5167	64	1	0	0	ASCRP3005738	ASCRP3005738	402.536	3157.73	3.022389e+003	3.022597e+002	2582	23	6.025157e+000	0	0	0	0	0	0	2711.96	1	1	51.7088	24.1429
DATA	5168	64	2	0	0	ASCRP3003533	ASCRP3003533	427.773	3158.03	5.894658e+000	3.583671e+000	54	21	5.289883e+000	0	0	0	0	0	0	5.31038	1	0	45.835	22.2188
DATA	5169	64	3	0	0	ASCRP3004278	ASCRP3004278	453.766	3157.64	6.599692e+000	3.582163e+000	53	26	5.488280e+000	0	0	0	0	0	0	5.9692	1	0	49.5074	25.0606
DATA	5170	64	4	0	0	ASCRP3011126	ASCRP3011126	478.91	3157.61	3.568230e+000	3.510454e+000	48.5	26	6.420565e+000	0	0	0	0	0	0	1.26413	0	0	46.1809	25.0968
DATA	5171	64	5	0	0	ASCRP3011133	ASCRP3011133	504.641	3157.36	3.554985e+000	3.498226e+000	49	24.5	7.589254e+000	0	0	0	0	0	0	1.43662	0	0	50.7771	25.625
DATA	5172	64	6	0	0	ASCRP3009690	ASCRP3009690	529.217	3157.91	3.559968e+000	3.500691e+000	50	24	6.591140e+000	0	0	0	0	0	0	3.25528	1	0	46.5243	24.9643
DATA	5173	64	7	0	0	ASCRP3002902	ASCRP3002902	555.226	3157.73	3.530034e+000	3.470144e+000	40	21.5	4.139595e+000	0	0	0	0	0	0	-4.75913	0	0	51.4001	22.3929
DATA	5174	64	8	0	0	ASCRP3011797	ASCRP3011797	580.237	3158	3.518215e+000	3.463421e+000	48	24.5	5.649632e+000	0	0	0	0	0	0	1.69505	0	0	49.5074	24.7813
DATA	5175	64	9	0	0	ASCRP3001823	ASCRP3001823	605.646	3157.89	3.146389e+002	3.165216e+001	332	23	7.853022e+000	0	0	0	0	0	0	290.67	1	1	50.1463	24.2069
DATA	5176	64	10	0	0	A_23_P253524	NM_001813	631.038	3158.12	5.659402e+000	3.482202e+000	51.5	23	5.592710e+000	0	0	0	0	0	0	5.24527	1	0	48.5334	23.8182
DATA	5177	64	11	0	0	ASCRP3000646	ASCRP3000646	656.5	3158	6.532921e+001	7.376298e+000	106.5	23	6.752914e+000	0	0	0	0	0	0	60.7413	1	1	48.5334	24.25
DATA	5178	64	12	0	0	ASCRP3001793	ASCRP3001793	682.136	3158.14	3.473228e+000	3.414302e+000	40	21	5.356636e+000	0	0	0	0	0	0	-6.59555	0	0	46.1809	20.875
DATA	5179	64	13	0	0	ASCRP3009350	ASCRP3009350	707.4	3157.82	3.462759e+000	3.404010e+000	36	20.5	5.762784e+000	0	0	0	0	0	0	-8.18175	0	0	45.1352	21.375
DATA	5180	64	14	0	0	ASCRP3003379	ASCRP3003379	733.015	3157.84	3.452364e+000	3.393791e+000	43	22	4.031578e+000	0	0	0	0	0	0	-1.72311	0	0	46.8651	20.9167
DATA	5181	64	15	0	0	ASCRP3011835	ASCRP3011835	757.836	3157.85	9.129846e+000	3.505090e+000	53	21.5	4.027626e+000	0	0	0	0	0	0	8.59131	1	0	47.5395	21.6875
DATA	5182	64	16	0	0	ASCRP3004882	ASCRP3004882	783.529	3158.16	3.432495e+000	3.375323e+000	44.5	22	4.082232e+000	0	0	0	0	0	0	0.799708	0	0	47.5395	23.2308
DATA	5183	64	17	0	0	Negative018	Negative018	809.487	3158.09	6.454336e+000	3.425866e+000	51.5	25	6.151923e+000	0	0	0	1	0	0	6.10897	1	0	49.1849	26.3333
DATA	5184	64	18	0	0	ASCRP3011977	ASCRP3011977	834.429	3158.22	6.414923e+000	3.416097e+000	49	24	6.011622e+000	0	0	0	0	0	0	6.08829	1	0	44.0646	24.7037
DATA	5185	64	19	0	0	ASCRP3000712	ASCRP3000712	859.716	3157.91	8.371997e+001	9.015934e+000	121	24	2.950163e+000	0	0	0	0	0	0	79.675	1	1	48.8603	23.6818
DATA	5186	64	20	0	0	ASCRP3005144	ASCRP3005144	885.649	3158.23	1.493643e+001	3.655947e+000	55	21.5	4.937037e+000	0	0	0	0	0	0	14.2541	1	0	42.2201	21.3214
DATA	5187	64	21	0	0	ASCRP3009307	ASCRP3009307	910.5	3158	5.063533e+004	5.063534e+003	48151	22	4.306637e+000	0	0	0	0	0	0	48449.3	1	1	54.1152	21.9333
DATA	5188	64	22	0	0	ASCRP3004490	ASCRP3004490	936.118	3158.15	7.712573e+000	3.407722e+000	47.5	20	5.673581e+000	0	0	0	0	0	0	7.39932	1	0	46.5243	20.9375
DATA	5189	64	23	0	0	ASCRP3000289	ASCRP3000289	961	3158	9.772658e+000	3.451994e+000	52	21	5.714646e+000	0	0	0	0	0	0	9.39987	1	0	54.9904	21.2105
DATA	5190	64	24	0	0	ASCRP3012967	ASCRP3012967	987.357	3157.96	1.084280e+001	3.475333e+000	50	20	4.686674e+000	0	0	0	0	0	0	10.4573	1	0	42.5954	20.6667
DATA	5191	64	25	0	0	ASCRP3004208	ASCRP3004208	1012.36	3158.54	1.152629e+001	3.489432e+000	51	25	4.721335e+000	0	0	0	0	0	0	11.1445	1	0	45.4864	25.0714
DATA	5192	64	26	0	0	ASCRP3013086	ASCRP3013086	1037.62	3158.34	1.039534e+001	3.445743e+000	51	22.5	4.811973e+000	0	0	0	0	0	0	10.0766	1	0	45.1352	21.7647
DATA	5193	64	27	0	0	CUST_3_PI418767722	NM_002539	1062.74	3158.06	3.333489e+000	3.277019e+000	41	22	5.881423e+000	0	0	0	0	0	0	0.230266	0	0	47.5395	22.6552
DATA	5194	64	28	0	0	ASCRP3002200	ASCRP3002200	1088.41	3158.05	1.438615e+001	3.571186e+000	54	22	6.155003e+000	0	0	0	0	0	0	14.0159	1	0	48.8603	22.8333
DATA	5195	64	29	0	0	ASCRP3001188	ASCRP3001188	1114.27	3158.58	3.316637e+000	3.272603e+000	42	24	6.290850e+000	0	0	0	0	0	0	2.76157	0	0	49.8279	23.8857
DATA	5196	64	30	0	0	Negative042	Negative042	1139.11	3158.55	8.233256e+001	8.852393e+000	121	25	6.963289e+000	0	0	0	0	0	0	80.6123	1	1	48.8603	24.5714
DATA	5197	64	31	0	0	ASCRP3009042	ASCRP3009042	1164.9	3158.46	5.746889e+000	3.294762e+000	45.5	23.5	6.414709e+000	0	0	0	0	0	0	5.64101	1	0	52.9257	24.1458
DATA	5198	64	32	0	0	ASCRP3009414	ASCRP3009414	1189.68	3158.55	1.939417e+002	1.966236e+001	230	23	6.478317e+000	0	0	0	0	0	0	190.826	1	1	50.1463	23.925
DATA	5199	64	33	0	0	ASCRP3002056	ASCRP3002056	1215.59	3158.03	3.283984e+000	3.231069e+000	40	23	5.168428e+000	0	0	0	0	0	0	1.32676	0	0	48.5334	23.6667
DATA	5201	64	35	0	0	ASCRP3001603	ASCRP3001603	1266.24	3158.01	3.268020e+000	3.212674e+000	39	22.5	6.274927e+000	0	0	0	0	0	0	0.249113	0	0	49.1849	22.7333
DATA	5202	64	36	0	0	ASCRP3013033	ASCRP3013033	1291.38	3158.71	4.475337e+001	5.504632e+000	80	19	4.425471e+000	0	0	0	0	0	0	44.4662	1	1	50.4627	18.1579
DATA	5203	64	37	0	0	ASCRP3002275	ASCRP3002275	1316.68	3158.55	2.830124e+001	4.269930e+000	66	23	4.953811e+000	0	0	0	0	0	0	28.1878	1	1	52.0157	22.0976
DATA	5204	64	38	0	0	ASCRP3006919	ASCRP3006919	1342.43	3158.9	2.200556e+001	3.875047e+000	61	23	6.188721e+000	0	0	0	0	0	0	21.9703	1	1	46.5243	24.1786
DATA	5205	64	39	0	0	ASCRP3003545	ASCRP3003545	1367.31	3158.57	7.959311e+000	3.280041e+000	47	21	5.377201e+000	0	0	0	0	0	0	7.9655	1	0	51.0895	21.7143
DATA	5206	64	40	0	0	ASCRP3000710	ASCRP3000710	1392.58	3158.43	4.114326e+003	4.114448e+002	4137	24	6.163716e+000	0	0	0	0	0	0	4127.4	1	1	57.5363	23.4839
DATA	5207	64	41	0	0	ASCRP3000552	ASCRP3000552	1418.33	3158.5	3.959970e+001	5.070476e+000	73	22	5.069835e+000	0	0	0	0	0	0	39.8213	1	1	57.5363	21.3548
DATA	5208	64	42	0	0	ASCRP3002970	ASCRP3002970	1443.5	3158.5	2.950957e+001	4.323134e+000	69	20.5	5.270689e+000	0	0	0	0	0	0	29.7445	1	1	57.5363	20.8611
DATA	5209	64	43	0	0	ASCRP3011208	ASCRP3011208	1469.13	3158.71	7.060992e+001	7.732528e+000	108	21	6.494730e+000	0	0	0	0	0	0	71.3401	1	1	49.1849	21.6286
DATA	5210	64	44	0	0	ASCRP3000223	ASCRP3000223	1494.61	3158.49	2.758763e+001	4.183055e+000	64	23	5.517132e+000	0	0	0	0	0	0	27.9394	1	1	50.7771	24.1481
DATA	5211	64	45	0	0	ASCRP3013080	ASCRP3013080	1519.98	3158.67	1.894809e+002	1.920604e+001	237	22	5.270178e+000	0	0	0	0	0	0	192.34	1	1	53.5237	22.0541
DATA	5212	64	46	0	0	ASCRP3002942	ASCRP3002942	1545.41	3158.71	5.956081e+001	6.728377e+000	96	21	4.293364e+000	0	0	0	0	0	0	60.5998	1	1	50.4627	20.7917
DATA	5213	64	47	0	0	ASCRP3000742	ASCRP3000742	1570.78	3158.69	1.232478e+002	1.271422e+001	168	23	6.005289e+000	0	0	0	0	0	0	125.687	1	1	49.5074	23.7778
DATA	5214	64	48	0	0	ASCRP3002264	ASCRP3002264	1596.26	3158.49	8.627615e+000	3.232718e+000	46	24	7.277493e+000	0	0	0	0	0	0	8.81875	1	0	49.8279	24.8095
DATA	5215	64	49	0	0	ASCRP3010383	ASCRP3010383	1621.62	3158.63	1.426393e+002	1.459871e+001	182.5	21	6.153216e+000	0	0	0	0	0	0	146.126	1	1	50.7771	21.1724
DATA	5216	64	50	0	0	ASCRP3013508	ASCRP3013508	1646.63	3159.31	1.352047e+002	1.387174e+001	174	19	5.440226e+000	0	0	0	0	0	0	138.802	1	1	46.5243	19.8966
DATA	5217	64	51	0	0	ASCRP3010404	ASCRP3010404	1672.54	3158.59	5.819407e+000	3.148878e+000	43	21.5	4.283086e+000	0	0	0	0	0	0	5.98836	1	0	49.8279	21
DATA	5218	64	52	0	0	ASCRP3004248	ASCRP3004248	1697.5	3158.5	9.546636e+000	3.232160e+000	49	21	5.761545e+000	0	0	0	0	0	0	9.84505	1	0	65	20.3333
DATA	5220	64	54	0	0	ASCRP3011115	ASCRP3011115	1748.66	3158.73	3.242000e+001	4.468216e+000	69	23	6.166410e+000	0	0	0	0	0	0	33.5765	1	1	50.4627	23.2308
DATA	5221	64	55	0	0	ASCRP3001331	ASCRP3001331	1773.82	3158.94	9.457028e+000	3.210981e+000	47	22	5.330080e+000	0	0	0	0	0	0	9.8143	1	0	49.5074	21.878
DATA	5223	64	57	0	0	ASCRP3001921	ASCRP3001921	1824.64	3158.39	3.108646e+000	3.055905e+000	34	23	6.224037e+000	0	0	0	0	0	0	-3.0634	0	0	52.9257	23.3636
DATA	5224	64	58	0	0	A_23_P202496	NM_022451	1849.63	3158.97	3.102969e+000	3.050324e+000	35	21	4.264254e+000	0	0	0	0	0	0	-2.38146	0	0	46.8651	20.5357
DATA	5225	64	59	0	0	AS_circRNA_control213	AS_circRNA_control213	1875.56	3158.85	1.177492e+002	1.216210e+001	163	23	3.267060e+000	0	0	0	0	0	0	123.169	1	1	51.4001	22.6
DATA	5226	64	60	0	0	ASCRP3001122	ASCRP3001122	1900.86	3158.78	2.090420e+002	2.112391e+001	257	22	5.319520e+000	0	0	0	0	0	0	219.069	1	1	49.5074	21.3784
DATA	5227	64	61	0	0	ASCRP3001690	ASCRP3001690	1926.18	3158.59	8.257802e+000	3.143615e+000	46	21	4.368664e+000	0	0	0	0	0	0	8.66961	1	0	50.4627	22.0909
