ProbeName	circRNA
ASCRP3000664	hsa_circRNA_004092
ASCRP3000665	hsa_circRNA_007877
ASCRP3000666	hsa_circRNA_401746
ASCRP3000667	hsa_circRNA_101507
ASCRP3000668	hsa_circRNA_010009
ASCRP3000669	hsa_circRNA_003196
ASCRP3000670	hsa_circRNA_103286
ASCRP3000671	hsa_circRNA_403718
ASCRP3000672	hsa_circRNA_023641
ASCRP3000673	hsa_circRNA_101098
ASCRP3000674	hsa_circRNA_105041
ASCRP3000675	hsa_circRNA_104006
ASCRP3000676	hsa_circRNA_406353
ASCRP3000677	hsa_circRNA_019061
ASCRP3000678	hsa_circRNA_043523
ASCRP3000679	hsa_circRNA_407028
ASCRP3000680	hsa_circRNA_103407
ASCRP3000681	hsa_circRNA_035152
ASCRP3000682	hsa_circRNA_100394
ASCRP3000683	hsa_circRNA_404494
ASCRP3000684	hsa_circRNA_101275
ASCRP3000685	hsa_circRNA_101329
ASCRP3000686	hsa_circRNA_003627
ASCRP3000687	hsa_circRNA_406052
ASCRP3000688	hsa_circRNA_047807
ASCRP3000689	hsa_circRNA_102447
ASCRP3000690	hsa_circRNA_100521
ASCRP3000691	hsa_circRNA_405661
ASCRP3000692	hsa_circRNA_102695
ASCRP3000693	hsa_circRNA_104543
ASCRP3000694	hsa_circRNA_040698
ASCRP3000695	hsa_circRNA_404964
ASCRP3000696	hsa_circRNA_103224
ASCRP3000697	hsa_circRNA_001264
ASCRP3000698	hsa_circRNA_405921
ASCRP3000699	hsa_circRNA_406298
ASCRP3000700	hsa_circRNA_102595
ASCRP3000701	hsa_circRNA_000155
ASCRP3000702	hsa_circRNA_002533
ASCRP3000703	hsa_circRNA_101533
ASCRP3000704	hsa_circRNA_406193
ASCRP3000705	hsa_circRNA_036783
ASCRP3000706	hsa_circRNA_033075
ASCRP3000707	hsa_circRNA_005202
ASCRP3000708	hsa_circRNA_008337
ASCRP3000709	hsa_circRNA_001621
ASCRP3000710	hsa_circRNA_104400
ASCRP3000711	hsa_circRNA_000115
ASCRP3000712	hsa_circRNA_100172
ASCRP3000713	hsa_circRNA_091025
ASCRP3000714	hsa_circRNA_043781
ASCRP3000715	hsa_circRNA_000814
ASCRP3000716	hsa_circRNA_406144
ASCRP3000717	hsa_circRNA_000459
ASCRP3000718	hsa_circRNA_404922
ASCRP3000719	hsa_circRNA_402813
ASCRP3000720	hsa_circRNA_100749
ASCRP3000721	hsa_circRNA_073584
ASCRP3000722	hsa_circRNA_040822
ASCRP3000723	hsa_circRNA_405236
ASCRP3000724	hsa_circRNA_103162
ASCRP3000725	hsa_circRNA_103655
ASCRP3000726	hsa_circRNA_007054
ASCRP3000727	hsa_circRNA_104546
ASCRP3000728	hsa_circRNA_004471
ASCRP3000729	hsa_circRNA_101543
ASCRP3000730	hsa_circRNA_406246
ASCRP3000731	hsa_circRNA_103674
ASCRP3000732	hsa_circRNA_086441
ASCRP3000733	hsa_circRNA_062422
ASCRP3000734	hsa_circRNA_100612
ASCRP3000735	hsa_circRNA_405713
ASCRP3000736	hsa_circRNA_101708
ASCRP3000737	hsa_circRNA_092536
ASCRP3000738	hsa_circRNA_071511
ASCRP3000739	hsa_circRNA_022358
ASCRP3000740	hsa_circRNA_002765
ASCRP3000741	hsa_circRNA_005629
ASCRP3000742	hsa_circRNA_001682
ASCRP3000743	hsa_circRNA_406345
ASCRP3000744	hsa_circRNA_103842
ASCRP3000745	hsa_circRNA_100639
ASCRP3000746	hsa_circRNA_100828
ASCRP3000747	hsa_circRNA_102851
ASCRP3000748	hsa_circRNA_100924
ASCRP3000749	hsa_circRNA_101167
ASCRP3000750	hsa_circRNA_020496
ASCRP3000751	hsa_circRNA_005965
ASCRP3000752	hsa_circRNA_065722
ASCRP3000753	hsa_circRNA_059180
ASCRP3000754	hsa_circRNA_404937
ASCRP3000755	hsa_circRNA_100601
ASCRP3000756	hsa_circRNA_027934
ASCRP3000757	hsa_circRNA_041630
ASCRP3000758	hsa_circRNA_063313
ASCRP3000759	hsa_circRNA_043602
ASCRP3000760	hsa_circRNA_023143
ASCRP3000761	hsa_circRNA_060540
ASCRP3000762	hsa_circRNA_069235
ASCRP3000763	hsa_circRNA_039830
ASCRP3000764	hsa_circRNA_072766
ASCRP3000765	hsa_circRNA_406651
ASCRP3000766	hsa_circRNA_085971
ASCRP3000767	hsa_circRNA_070660
ASCRP3000768	hsa_circRNA_043366
ASCRP3000769	hsa_circRNA_405529
ASCRP3000770	hsa_circRNA_023617
ASCRP3000771	hsa_circRNA_028921
ASCRP3000772	hsa_circRNA_076700
ASCRP3000773	hsa_circRNA_090100
ASCRP3000774	hsa_circRNA_054937
ASCRP3000775	hsa_circRNA_058712
ASCRP3000776	hsa_circRNA_025308
ASCRP3000777	hsa_circRNA_402255
ASCRP3000778	hsa_circRNA_104584
ASCRP3000779	hsa_circRNA_103610
ASCRP3000780	hsa_circRNA_069236
ASCRP3000781	hsa_circRNA_033064
ASCRP3000782	hsa_circRNA_405370
ASCRP3000783	hsa_circRNA_100324
ASCRP3000784	hsa_circRNA_000570
ASCRP3000785	hsa_circRNA_045579
ASCRP3000786	hsa_circRNA_039254
ASCRP3000787	hsa_circRNA_103053
ASCRP3000788	hsa_circRNA_010991
ASCRP3000789	hsa_circRNA_404988
ASCRP3000790	hsa_circRNA_103030
ASCRP3000791	hsa_circRNA_025984
ASCRP3000792	hsa_circRNA_037615
ASCRP3000793	hsa_circRNA_042882
ASCRP3000794	hsa_circRNA_400828
ASCRP3000795	hsa_circRNA_103841
ASCRP3000796	hsa_circRNA_405636
ASCRP3000797	hsa_circRNA_102898
ASCRP3000798	hsa_circRNA_100599
ASCRP3000799	hsa_circRNA_405210
ASCRP3000800	hsa_circRNA_001035
ASCRP3000801	hsa_circRNA_400455
ASCRP3000802	hsa_circRNA_008608
ASCRP3000803	hsa_circRNA_026359
ASCRP3000804	hsa_circRNA_002045
ASCRP3000805	hsa_circRNA_405732
ASCRP3000806	hsa_circRNA_036272
ASCRP3000807	hsa_circRNA_024529
ASCRP3000808	hsa_circRNA_100940
ASCRP3000809	hsa_circRNA_024596
ASCRP3000810	hsa_circRNA_103887
ASCRP3000811	hsa_circRNA_101699
ASCRP3000812	hsa_circRNA_001810
ASCRP3000813	hsa_circRNA_400413
ASCRP3000814	hsa_circRNA_406204
ASCRP3000815	hsa_circRNA_039183
ASCRP3000816	hsa_circRNA_403912
ASCRP3000817	hsa_circRNA_039466
ASCRP3000818	hsa_circRNA_018100
ASCRP3000819	hsa_circRNA_101869
ASCRP3000820	hsa_circRNA_018224
ASCRP3000821	hsa_circRNA_082178
ASCRP3000822	hsa_circRNA_017202
ASCRP3000823	hsa_circRNA_406971
ASCRP3000824	hsa_circRNA_006868
ASCRP3000825	hsa_circRNA_406267
ASCRP3000826	hsa_circRNA_002866
ASCRP3000827	hsa_circRNA_404971
ASCRP3000828	hsa_circRNA_043614
ASCRP3000829	hsa_circRNA_402843
ASCRP3000830	hsa_circRNA_404578
ASCRP3000831	hsa_circRNA_008822
ASCRP3000832	hsa_circRNA_404514
ASCRP3000833	hsa_circRNA_072654
ASCRP3000834	hsa_circRNA_104463
ASCRP3000835	hsa_circRNA_076155
ASCRP3000836	hsa_circRNA_002161
ASCRP3000837	hsa_circRNA_102818
ASCRP3000838	hsa_circRNA_103721
ASCRP3000839	hsa_circRNA_102223
ASCRP3000840	hsa_circRNA_102897
ASCRP3000841	hsa_circRNA_405363
ASCRP3000842	hsa_circRNA_023977
ASCRP3000843	hsa_circRNA_055957
ASCRP3000844	hsa_circRNA_024834
ASCRP3000845	hsa_circRNA_004528
ASCRP3000846	hsa_circRNA_105042
ASCRP3000847	hsa_circRNA_104110
ASCRP3000848	hsa_circRNA_102741
ASCRP3000849	hsa_circRNA_092460
ASCRP3000850	hsa_circRNA_083327
ASCRP3000851	hsa_circRNA_405822
ASCRP3000852	hsa_circRNA_054654
ASCRP3000853	hsa_circRNA_007623
ASCRP3000854	hsa_circRNA_404229
ASCRP3000855	hsa_circRNA_406812
ASCRP3000856	hsa_circRNA_010015
ASCRP3000857	hsa_circRNA_103522
ASCRP3000858	hsa_circRNA_100871
ASCRP3000859	hsa_circRNA_103469
ASCRP3000860	hsa_circRNA_006899
ASCRP3000861	hsa_circRNA_404755
ASCRP3000862	hsa_circRNA_407043
ASCRP3000863	hsa_circRNA_100339
ASCRP3000864	hsa_circRNA_406607
ASCRP3000865	hsa_circRNA_102607
ASCRP3000866	hsa_circRNA_104601
ASCRP3000867	hsa_circRNA_001795
ASCRP3000868	hsa_circRNA_103738
ASCRP3000869	hsa_circRNA_102479
ASCRP3000870	hsa_circRNA_047713
ASCRP3000871	hsa_circRNA_406249
ASCRP3000872	hsa_circRNA_104358
ASCRP3000873	hsa_circRNA_102512
ASCRP3000874	hsa_circRNA_001509
ASCRP3000875	hsa_circRNA_104613
ASCRP3000876	hsa_circRNA_407234
ASCRP3000877	hsa_circRNA_103525
ASCRP3000878	hsa_circRNA_104205
ASCRP3000879	hsa_circRNA_011914
ASCRP3000880	hsa_circRNA_005704
ASCRP3000881	hsa_circRNA_406761
ASCRP3000882	hsa_circRNA_407027
ASCRP3000883	hsa_circRNA_100929
ASCRP3000884	hsa_circRNA_092545
ASCRP3000885	hsa_circRNA_104391
ASCRP3000886	hsa_circRNA_404980
ASCRP3000887	hsa_circRNA_101102
ASCRP3000888	hsa_circRNA_103054
ASCRP3000889	hsa_circRNA_403286
ASCRP3000890	hsa_circRNA_405339
ASCRP3000891	hsa_circRNA_406961
ASCRP3000892	hsa_circRNA_003615
ASCRP3000893	hsa_circRNA_077760
ASCRP3000894	hsa_circRNA_003661
ASCRP3000895	hsa_circRNA_003234
ASCRP3000896	hsa_circRNA_001480
ASCRP3000897	hsa_circRNA_043472
ASCRP3000898	hsa_circRNA_104365
ASCRP3000899	hsa_circRNA_006499
ASCRP3000900	hsa_circRNA_016598
ASCRP3000901	hsa_circRNA_102036
ASCRP3000902	hsa_circRNA_102903
ASCRP3000903	hsa_circRNA_400678
ASCRP3000904	hsa_circRNA_055708
ASCRP3000905	hsa_circRNA_065768
ASCRP3000906	hsa_circRNA_054469
ASCRP3000907	hsa_circRNA_406821
ASCRP3000908	hsa_circRNA_000917
ASCRP3000909	hsa_circRNA_406750
ASCRP3000910	hsa_circRNA_102783
ASCRP3000911	hsa_circRNA_004097
ASCRP3000912	hsa_circRNA_100190
ASCRP3000913	hsa_circRNA_091053
ASCRP3000914	hsa_circRNA_091412
ASCRP3000915	hsa_circRNA_406457
ASCRP3000916	hsa_circRNA_058992
ASCRP3000917	hsa_circRNA_000028
ASCRP3000918	hsa_circRNA_405354
ASCRP3000919	hsa_circRNA_403615
ASCRP3000920	hsa_circRNA_401099
ASCRP3000921	hsa_circRNA_004564
ASCRP3000922	hsa_circRNA_101760
ASCRP3000923	hsa_circRNA_001705
ASCRP3000924	hsa_circRNA_404761
ASCRP3000925	hsa_circRNA_102973
ASCRP3000926	hsa_circRNA_023948
ASCRP3000927	hsa_circRNA_013729
ASCRP3000928	hsa_circRNA_043108
ASCRP3000929	hsa_circRNA_101254
ASCRP3000930	hsa_circRNA_015816
ASCRP3000931	hsa_circRNA_407259
ASCRP3000932	hsa_circRNA_004950
ASCRP3000933	hsa_circRNA_004752
ASCRP3000934	hsa_circRNA_001913
ASCRP3000935	hsa_circRNA_405819
ASCRP3000936	hsa_circRNA_103116
ASCRP3000937	hsa_circRNA_407020
ASCRP3000938	hsa_circRNA_101868
ASCRP3000939	hsa_circRNA_013128
ASCRP3000940	hsa_circRNA_404790
ASCRP3000941	hsa_circRNA_051241
ASCRP3000942	hsa_circRNA_104749
ASCRP3000943	hsa_circRNA_101961
ASCRP3000944	hsa_circRNA_403150
ASCRP3000945	hsa_circRNA_104111
ASCRP3000946	hsa_circRNA_103003
ASCRP3000947	hsa_circRNA_406012
ASCRP3000948	hsa_circRNA_001646
ASCRP3000949	hsa_circRNA_008640
ASCRP3000950	hsa_circRNA_401230
ASCRP3000951	hsa_circRNA_008629
ASCRP3000952	hsa_circRNA_407153
ASCRP3000953	hsa_circRNA_029352
ASCRP3000954	hsa_circRNA_402130
ASCRP3000955	hsa_circRNA_402372
ASCRP3000956	hsa_circRNA_102161
ASCRP3000957	hsa_circRNA_100404
ASCRP3000958	hsa_circRNA_042688
ASCRP3000959	hsa_circRNA_008564
ASCRP3000960	hsa_circRNA_006482
ASCRP3000961	hsa_circRNA_038416
ASCRP3000962	hsa_circRNA_400038
ASCRP3000963	hsa_circRNA_406042
ASCRP3000964	hsa_circRNA_407269
ASCRP3000965	hsa_circRNA_102855
ASCRP3000966	hsa_circRNA_070397
ASCRP3000967	hsa_circRNA_100217
ASCRP3000968	hsa_circRNA_005433
ASCRP3000969	hsa_circRNA_102786
ASCRP3000970	hsa_circRNA_059550
ASCRP3000971	hsa_circRNA_002850
ASCRP3000972	hsa_circRNA_103320
ASCRP3000973	hsa_circRNA_011717
ASCRP3000974	hsa_circRNA_103687
ASCRP3000975	hsa_circRNA_405308
ASCRP3000976	hsa_circRNA_077417
ASCRP3000977	hsa_circRNA_000242
ASCRP3000978	hsa_circRNA_104083
ASCRP3000979	hsa_circRNA_008025
ASCRP3000980	hsa_circRNA_104317
ASCRP3000981	hsa_circRNA_100226
ASCRP3000982	hsa_circRNA_404525
ASCRP3000983	hsa_circRNA_406916
ASCRP3000984	hsa_circRNA_402784
ASCRP3000985	hsa_circRNA_008417
ASCRP3000986	hsa_circRNA_058197
ASCRP3000987	hsa_circRNA_008757
ASCRP3000988	hsa_circRNA_092420
ASCRP3000989	hsa_circRNA_025597
ASCRP3000990	hsa_circRNA_103010
ASCRP3000991	hsa_circRNA_406822
ASCRP3000992	hsa_circRNA_407331
ASCRP3000993	hsa_circRNA_104981
ASCRP3000994	hsa_circRNA_044796
ASCRP3000995	hsa_circRNA_405238
ASCRP3000996	hsa_circRNA_100274
ASCRP3000997	hsa_circRNA_000412
ASCRP3000998	hsa_circRNA_405499
ASCRP3000999	hsa_circRNA_404569
ASCRP3001000	hsa_circRNA_104273
ASCRP3001001	hsa_circRNA_083957
ASCRP3001002	hsa_circRNA_030656
ASCRP3001003	hsa_circRNA_406999
ASCRP3001004	hsa_circRNA_400718
ASCRP3001005	hsa_circRNA_047274
ASCRP3001006	hsa_circRNA_403356
ASCRP3001007	hsa_circRNA_101403
ASCRP3001008	hsa_circRNA_103912
ASCRP3001009	hsa_circRNA_405123
ASCRP3001010	hsa_circRNA_405091
ASCRP3001011	hsa_circRNA_102510
ASCRP3001012	hsa_circRNA_104807
ASCRP3001013	hsa_circRNA_403164
ASCRP3001014	hsa_circRNA_005606
ASCRP3001015	hsa_circRNA_104167
ASCRP3001016	hsa_circRNA_406817
ASCRP3001017	hsa_circRNA_101891
ASCRP3001018	hsa_circRNA_407041
ASCRP3001019	hsa_circRNA_092389
ASCRP3001020	hsa_circRNA_000110
ASCRP3001021	hsa_circRNA_007278
ASCRP3001022	hsa_circRNA_405570
ASCRP3001023	hsa_circRNA_405130
ASCRP3001024	hsa_circRNA_057753
ASCRP3001025	hsa_circRNA_102034
ASCRP3001026	hsa_circRNA_104072
ASCRP3001027	hsa_circRNA_102806
ASCRP3001028	hsa_circRNA_406488
ASCRP3001029	hsa_circRNA_404880
ASCRP3001030	hsa_circRNA_030067
ASCRP3001031	hsa_circRNA_030069
ASCRP3001032	hsa_circRNA_100642
ASCRP3001033	hsa_circRNA_405138
ASCRP3001034	hsa_circRNA_407107
ASCRP3001035	hsa_circRNA_405879
ASCRP3001036	hsa_circRNA_103122
ASCRP3001037	hsa_circRNA_103043
ASCRP3001038	hsa_circRNA_008584
ASCRP3001039	hsa_circRNA_103317
ASCRP3001040	hsa_circRNA_024295
ASCRP3001041	hsa_circRNA_405016
ASCRP3001042	hsa_circRNA_100688
ASCRP3001043	hsa_circRNA_000483
ASCRP3001044	hsa_circRNA_406747
ASCRP3001045	hsa_circRNA_101363
ASCRP3001046	hsa_circRNA_045234
ASCRP3001047	hsa_circRNA_405815
ASCRP3001048	hsa_circRNA_000445
ASCRP3001049	hsa_circRNA_003233
ASCRP3001050	hsa_circRNA_405899
ASCRP3001051	hsa_circRNA_102658
ASCRP3001052	hsa_circRNA_001066
ASCRP3001053	hsa_circRNA_102117
ASCRP3001054	hsa_circRNA_405408
ASCRP3001055	hsa_circRNA_103816
ASCRP3001056	hsa_circRNA_101010
ASCRP3001057	hsa_circRNA_100033
ASCRP3001058	hsa_circRNA_100995
ASCRP3001059	hsa_circRNA_007444
ASCRP3001060	hsa_circRNA_004466
ASCRP3001061	hsa_circRNA_401899
ASCRP3001062	hsa_circRNA_000025
ASCRP3001063	hsa_circRNA_405492
ASCRP3001064	hsa_circRNA_104785
ASCRP3001065	hsa_circRNA_034804
ASCRP3001066	hsa_circRNA_102047
ASCRP3001067	hsa_circRNA_406466
ASCRP3001068	hsa_circRNA_104571
ASCRP3001069	hsa_circRNA_004187
ASCRP3001070	hsa_circRNA_104899
ASCRP3001071	hsa_circRNA_068293
ASCRP3001072	hsa_circRNA_404778
ASCRP3001073	hsa_circRNA_406697
ASCRP3001074	hsa_circRNA_103350
ASCRP3001075	hsa_circRNA_008913
ASCRP3001076	hsa_circRNA_004070
ASCRP3001077	hsa_circRNA_008805
ASCRP3001078	hsa_circRNA_104493
ASCRP3001079	hsa_circRNA_031939
ASCRP3001080	hsa_circRNA_067864
ASCRP3001081	hsa_circRNA_071374
ASCRP3001082	hsa_circRNA_102109
ASCRP3001083	hsa_circRNA_000804
ASCRP3001084	hsa_circRNA_002375
ASCRP3001085	hsa_circRNA_072915
ASCRP3001086	hsa_circRNA_006409
ASCRP3001087	hsa_circRNA_005874
ASCRP3001088	hsa_circRNA_405165
ASCRP3001089	hsa_circRNA_000309
ASCRP3001090	hsa_circRNA_001083
ASCRP3001091	hsa_circRNA_407252
ASCRP3001092	hsa_circRNA_404233
ASCRP3001093	hsa_circRNA_403961
ASCRP3001094	hsa_circRNA_057073
ASCRP3001095	hsa_circRNA_101372
ASCRP3001096	hsa_circRNA_102772
ASCRP3001097	hsa_circRNA_092527
ASCRP3001098	hsa_circRNA_405691
ASCRP3001099	hsa_circRNA_000175
ASCRP3001100	hsa_circRNA_026232
ASCRP3001101	hsa_circRNA_101387
ASCRP3001102	hsa_circRNA_405555
ASCRP3001103	hsa_circRNA_067100
ASCRP3001104	hsa_circRNA_104798
ASCRP3001105	hsa_circRNA_101866
ASCRP3001106	hsa_circRNA_407313
ASCRP3001107	hsa_circRNA_100785
ASCRP3001108	hsa_circRNA_407215
ASCRP3001109	hsa_circRNA_407173
ASCRP3001110	hsa_circRNA_104233
ASCRP3001111	hsa_circRNA_077544
ASCRP3001112	hsa_circRNA_100826
ASCRP3001113	hsa_circRNA_047820
ASCRP3001114	hsa_circRNA_406688
ASCRP3001115	hsa_circRNA_001508
ASCRP3001116	hsa_circRNA_018225
ASCRP3001117	hsa_circRNA_000603
ASCRP3001118	hsa_circRNA_404129
ASCRP3001119	hsa_circRNA_404718
ASCRP3001120	hsa_circRNA_000234
ASCRP3001121	hsa_circRNA_406746
ASCRP3001122	hsa_circRNA_402458
ASCRP3001123	hsa_circRNA_406802
ASCRP3001124	hsa_circRNA_404062
ASCRP3001125	hsa_circRNA_401911
ASCRP3001126	hsa_circRNA_088200
ASCRP3001127	hsa_circRNA_059880
ASCRP3001128	hsa_circRNA_008046
ASCRP3001129	hsa_circRNA_406479
ASCRP3001130	hsa_circRNA_020596
ASCRP3001131	hsa_circRNA_003163
ASCRP3001132	hsa_circRNA_092375
ASCRP3001133	hsa_circRNA_042451
ASCRP3001134	hsa_circRNA_407104
ASCRP3001135	hsa_circRNA_101851
ASCRP3001136	hsa_circRNA_100283
ASCRP3001137	hsa_circRNA_077893
ASCRP3001138	hsa_circRNA_028319
ASCRP3001139	hsa_circRNA_019548
ASCRP3001140	hsa_circRNA_092490
ASCRP3001141	hsa_circRNA_006314
ASCRP3001142	hsa_circRNA_101277
ASCRP3001143	hsa_circRNA_007209
ASCRP3001144	hsa_circRNA_405028
ASCRP3001145	hsa_circRNA_400081
ASCRP3001146	hsa_circRNA_037977
ASCRP3001147	hsa_circRNA_404886
ASCRP3001148	hsa_circRNA_401419
ASCRP3001149	hsa_circRNA_069847
ASCRP3001150	hsa_circRNA_009554
ASCRP3001151	hsa_circRNA_405317
ASCRP3001152	hsa_circRNA_104304
ASCRP3001153	hsa_circRNA_405956
ASCRP3001154	hsa_circRNA_407257
ASCRP3001155	hsa_circRNA_029998
ASCRP3001156	hsa_circRNA_062993
ASCRP3001157	hsa_circRNA_404684
ASCRP3001158	hsa_circRNA_104479
ASCRP3001159	hsa_circRNA_079518
ASCRP3001160	hsa_circRNA_104736
ASCRP3001161	hsa_circRNA_030788
ASCRP3001162	hsa_circRNA_100423
ASCRP3001163	hsa_circRNA_405952
ASCRP3001164	hsa_circRNA_404635
ASCRP3001165	hsa_circRNA_404693
ASCRP3001166	hsa_circRNA_404550
ASCRP3001167	hsa_circRNA_100752
ASCRP3001168	hsa_circRNA_009110
ASCRP3001169	hsa_circRNA_103894
ASCRP3001170	hsa_circRNA_100279
ASCRP3001171	hsa_circRNA_406007
ASCRP3001172	hsa_circRNA_102862
ASCRP3001173	hsa_circRNA_000982
ASCRP3001174	hsa_circRNA_092585
ASCRP3001175	hsa_circRNA_402346
ASCRP3001176	hsa_circRNA_063878
ASCRP3001177	hsa_circRNA_035484
ASCRP3001178	hsa_circRNA_070520
ASCRP3001179	hsa_circRNA_061372
ASCRP3001180	hsa_circRNA_406427
ASCRP3001181	hsa_circRNA_101235
ASCRP3001182	hsa_circRNA_103642
ASCRP3001183	hsa_circRNA_406076
ASCRP3001184	hsa_circRNA_007658
ASCRP3001185	hsa_circRNA_007021
ASCRP3001186	hsa_circRNA_100424
ASCRP3001187	hsa_circRNA_001483
ASCRP3001188	hsa_circRNA_009725
ASCRP3001189	hsa_circRNA_402193
ASCRP3001190	hsa_circRNA_063981
ASCRP3001191	hsa_circRNA_004926
ASCRP3001192	hsa_circRNA_100118
ASCRP3001193	hsa_circRNA_102532
ASCRP3001194	hsa_circRNA_102525
ASCRP3001195	hsa_circRNA_103158
ASCRP3001196	hsa_circRNA_405663
ASCRP3001197	hsa_circRNA_103169
ASCRP3001198	hsa_circRNA_055999
ASCRP3001199	hsa_circRNA_406708
ASCRP3001200	hsa_circRNA_004889
ASCRP3001201	hsa_circRNA_001767
ASCRP3001202	hsa_circRNA_101814
ASCRP3001203	hsa_circRNA_007460
ASCRP3001204	hsa_circRNA_103616
ASCRP3001205	hsa_circRNA_008399
ASCRP3001206	hsa_circRNA_103311
ASCRP3001207	hsa_circRNA_405209
ASCRP3001208	hsa_circRNA_104327
ASCRP3001209	hsa_circRNA_025988
ASCRP3001210	hsa_circRNA_006471
ASCRP3001211	hsa_circRNA_100170
ASCRP3001212	hsa_circRNA_003613
ASCRP3001213	hsa_circRNA_404106
ASCRP3001214	hsa_circRNA_102372
ASCRP3001215	hsa_circRNA_054963
ASCRP3001216	hsa_circRNA_101103
ASCRP3001217	hsa_circRNA_404493
ASCRP3001218	hsa_circRNA_102338
ASCRP3001219	hsa_circRNA_104626
ASCRP3001220	hsa_circRNA_104995
ASCRP3001221	hsa_circRNA_001454
ASCRP3001222	hsa_circRNA_401201
ASCRP3001223	hsa_circRNA_100883
ASCRP3001224	hsa_circRNA_100289
ASCRP3001225	hsa_circRNA_406313
ASCRP3001226	hsa_circRNA_066649
ASCRP3001227	hsa_circRNA_009128
ASCRP3001228	hsa_circRNA_404345
ASCRP3001229	hsa_circRNA_103346
ASCRP3001230	hsa_circRNA_406482
ASCRP3001231	hsa_circRNA_000283
ASCRP3001232	hsa_circRNA_101462
ASCRP3001233	hsa_circRNA_000532
ASCRP3001234	hsa_circRNA_102318
ASCRP3001235	hsa_circRNA_056879
ASCRP3001236	hsa_circRNA_080788
ASCRP3001237	hsa_circRNA_076143
ASCRP3001238	hsa_circRNA_404664
ASCRP3001239	hsa_circRNA_405035
ASCRP3001240	hsa_circRNA_406736
ASCRP3001241	hsa_circRNA_030131
ASCRP3001242	hsa_circRNA_101574
ASCRP3001243	hsa_circRNA_401790
ASCRP3001244	hsa_circRNA_042330
ASCRP3001245	hsa_circRNA_400275
ASCRP3001246	hsa_circRNA_406770
ASCRP3001247	hsa_circRNA_101562
ASCRP3001248	hsa_circRNA_024310
ASCRP3001249	hsa_circRNA_104236
ASCRP3001250	hsa_circRNA_400060
ASCRP3001251	hsa_circRNA_104518
ASCRP3001252	hsa_circRNA_103251
ASCRP3001253	hsa_circRNA_103254
ASCRP3001254	hsa_circRNA_001991
ASCRP3001255	hsa_circRNA_004516
ASCRP3001256	hsa_circRNA_048085
ASCRP3001257	hsa_circRNA_103474
ASCRP3001258	hsa_circRNA_104333
ASCRP3001259	hsa_circRNA_100492
ASCRP3001260	hsa_circRNA_100491
ASCRP3001261	hsa_circRNA_105006
ASCRP3001262	hsa_circRNA_004646
ASCRP3001263	hsa_circRNA_103810
ASCRP3001264	hsa_circRNA_103925
ASCRP3001265	hsa_circRNA_406543
ASCRP3001266	hsa_circRNA_101678
ASCRP3001267	hsa_circRNA_105003
ASCRP3001268	hsa_circRNA_015169
ASCRP3001269	hsa_circRNA_404991
ASCRP3001270	hsa_circRNA_403101
ASCRP3001271	hsa_circRNA_007930
ASCRP3001272	hsa_circRNA_102983
ASCRP3001273	hsa_circRNA_003074
ASCRP3001274	hsa_circRNA_103337
ASCRP3001275	hsa_circRNA_403676
ASCRP3001276	hsa_circRNA_102568
ASCRP3001277	hsa_circRNA_404874
ASCRP3001278	hsa_circRNA_007809
ASCRP3001279	hsa_circRNA_104171
ASCRP3001280	hsa_circRNA_405562
ASCRP3001281	hsa_circRNA_403266
ASCRP3001282	hsa_circRNA_100671
ASCRP3001283	hsa_circRNA_100352
ASCRP3001284	hsa_circRNA_406606
ASCRP3001285	hsa_circRNA_104179
ASCRP3001286	hsa_circRNA_104836
ASCRP3001287	hsa_circRNA_001616
ASCRP3001288	hsa_circRNA_102671
ASCRP3001289	hsa_circRNA_405136
ASCRP3001290	hsa_circRNA_008951
ASCRP3001291	hsa_circRNA_001741
ASCRP3001292	hsa_circRNA_001814
ASCRP3001293	hsa_circRNA_001407
ASCRP3001294	hsa_circRNA_002863
ASCRP3001295	hsa_circRNA_037933
ASCRP3001296	hsa_circRNA_001309
ASCRP3001297	hsa_circRNA_018974
ASCRP3001298	hsa_circRNA_087331
ASCRP3001299	hsa_circRNA_000886
ASCRP3001300	hsa_circRNA_058695
ASCRP3001301	hsa_circRNA_103743
ASCRP3001302	hsa_circRNA_100544
ASCRP3001303	hsa_circRNA_040749
ASCRP3001304	hsa_circRNA_405049
ASCRP3001305	hsa_circRNA_404451
ASCRP3001306	hsa_circRNA_100351
ASCRP3001307	hsa_circRNA_405251
ASCRP3001308	hsa_circRNA_103334
ASCRP3001309	hsa_circRNA_101096
ASCRP3001310	hsa_circRNA_102727
ASCRP3001311	hsa_circRNA_100889
ASCRP3001312	hsa_circRNA_405232
ASCRP3001313	hsa_circRNA_004666
ASCRP3001314	hsa_circRNA_103604
ASCRP3001315	hsa_circRNA_401640
ASCRP3001316	hsa_circRNA_103662
ASCRP3001317	hsa_circRNA_100214
ASCRP3001318	hsa_circRNA_103520
ASCRP3001319	hsa_circRNA_005297
ASCRP3001320	hsa_circRNA_081849
ASCRP3001321	hsa_circRNA_404944
ASCRP3001322	hsa_circRNA_003316
ASCRP3001323	hsa_circRNA_015890
ASCRP3001324	hsa_circRNA_000581
ASCRP3001325	hsa_circRNA_101339
ASCRP3001326	hsa_circRNA_002107
ASCRP3001327	hsa_circRNA_406767
ASCRP3001328	hsa_circRNA_402857
ASCRP3001329	hsa_circRNA_406847
